,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Long E,Lat (N),Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs
353,EC,1,24/06/2014,6,3,1000,3,20:09:00,20:49:00,20:00:00,-71.01495403,-12.98886001,832.74231,19 L,Craugastoridae,Noblella,sp,0,En hojarasca,Esperando,0.13,10.4,,,Bd094,No colectado,Cerca al punto GPS
354,AB,5,16/7/2016,8,52,150,6,20:09:00,20:29:00,20:14:00,282127,8562717,973,19L,Bufonidae,Rhinella,tacana,1,Hoja,Alerta,0.6,19.8,,,5Bd141,,
355,AB,5,16/7/2016,8,52,150,6,20:09:00,20:29:00,20:14:00,282128,8562729,973,19L,Bufonidae,Rhinella,tacana,0.15,Hoja,Activo,0.38,17.4,,,5Bd140,,
356,AB,5,16/7/2016,8,52,150,6,20:09:00,20:29:00,20:26:00,282130,8562743,969,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.11,10.2,,,5Bd139,,
357,LC,2,10/3/14 00:00,8,40,250,3,20:10:00,20:50:00,20:31:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,danae,desconocida,desconocida,cantando,na,na,0,no tiene fotos,no,no,registro auditivo
358,LC,2,10/3/14 00:00,8,40,250,,20:10:00,20:50:00,20:40:00,8562822,282082,963,19L,Craugastoridae,Pristimantis,pluvialis,desconocida,desconocida,cantando,na,na,0,no tiene fotos,no,no,registro auditivo
359,EC,1,18/06/2014,1,43,250,3,20:14:00,20:50:00,08:35:00,-71.008447,-12.991324,959.724915,19 L,Hylidae,Dendropsophus,aff parviceps,1,En una hoja grande,Saltando,0.87,22.7,,,Bd008,No colectado,
360,EC,1,18/06/2014,1,43,250,3,20:14:00,20:50:00,08:18:00,-71.008293,-12.991235,967.730042,19 L,Craugastoridae,Pristimantis,danae,0.5,En una hoja grande,Activo,0.72,20.4,,,Bd007,No colectado,
361,RI,4,18/07/2015,5,39,250,4,20:17:00,20:47:00,20:43:00,282025.2625,8562775.555,966.171997,19 L,Craugastoridae,Pristimantis,danae,1.7,Hoja,Cantando,1.36,24.6,,,4Bd073,,
362,RI,4,18/07/2015,5,39,250,4,20:17:00,20:47:00,20:37:00,-,-,-,-,Bufonidae,Rhinella,tacana,1.7,Hoja,Alerta,1.2,24,,,4Bd074,,
363,RI,4,14/07/2015,1,27,500,4,20:17:00,20:47:00,20:33:00,-,-,-,-,Bufonidae,Rhinella,tacana,1.5,Hoja,Alerta,1.66,25.9,,,4Bd008,,
364,RI,4,14/07/2015,1,27,500,4,20:17:00,20:47:00,20:30:00,281856.5851,8562932.789,923.249573,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Alerta,0.47,17.9,,,4Bd009,,
365,RI,4,14/07/2015,1,27,500,4,20:17:00,20:47:00,20:45:00,281806.5643,8562946.121,928.35907,19 L,Craugastoridae,Noblella,sp,0.2,Hoja,Saltando,0.16,10.2,,,4Bd010,,
366,RI,4,23/07/2015,10,28,500,5,20:19:00,20:43:00,22:30:00,-,-,-,-,Hylidae,Hypsiboas,sp nov,Desconocido,Hoja,Cantando,na,na,,,no,,Registro auditivo
367,RI,4,23/07/2015,10,28,500,5,20:19:00,20:43:00,22:30:00,-,-,-,-,Hylidae,Hypsiboas,sp nov,Desconocido,Hoja,Cantando,na,na,,,no,,Registro auditivo
368,RI,4,23/07/2015,10,28,500,5,20:19:00,20:43:00,22:36:00,281892,8562930,924,,Hylidae,Cochranella,nola,2.5,Hoja,Alerta,0.55,20.3,,,4Bd151,,
369,EC,1,28/06/2014,10,45,250,3,20:20:00,21:00:00,20:35:00,-71.00745399,-12.99086496,967.929932,19 L,Craugastoridae,Pristimantis,danae,0.2,En rama,Activo,2.47,31.8,,,Bd165,No colectado,
370,DR,3,2/8/15 00:00,9,50,150,3,20:20:00,21:00:00,20:59:00,282197,8562492,1057,19 L,Bufonidae,Rhinella,tacana,1.2,Hoja,Alerta,1.32,26,-,no,3Bd188,no,Neblina
371,DR,3,2/8/15 00:00,9,50,150,3,20:20:00,21:00:00,20:58:00,282146,8562599,1016,19 L,Craugastoridae,Pristimantis,danae,0.3,Hoja,Activo,0.57,21.5,-,no,3Bd191,no,Neblina
372,DR,3,2/8/15 00:00,9,50,150,3,20:20:00,21:00:00,20:33:00,282139,8562612,1011,19 L,Leptodactylidae,Adenomera,andreae,0.1,Tronco,Saltando,0.39,15.5,-,no,3Bd187,no,Neblina
373,EC,1,28/06/2014,10,45,250,3,20:20:00,21:00:00,20:56:00,-71.00744904,-12.99072197,960.519165,19 L,Craugastoridae,Pristimantis,ockendeni,0.3,En hoja,Atento,0.37,16.82,,,Bd164,UNMS 154337,
374,DR,3,2/8/15 00:00,9,50,150,3,20:20:00,21:00:00,20:27:00,282135,8562617,1007,19L,Craugastoridae,Pristimantis,gagliardi,0.2,Tronco,Saltando,0.19,12,-,no,3Bd189,no,Neblina
375,EC,1,28/06/2014,10,45,250,3,20:20:00,21:00:00,20:44:00,-71.00736304,-12.99078399,963.351868,19 L,Craugastoridae,Pristimantis,danae,0.2,En tallo,Atento,0.16,11.7,,,Bd166,No colectado,
376,DR,3,2/8/15 00:00,9,50,150,3,20:20:00,21:00:00,20:53:00,282136,8562608,1016,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Activo,0.09,10.02,-,no,3Bd190,no,Neblina
377,DR,3,1/31/15 00:00,1,2,1000,3,20:20:00,21:00:00,20:28:00,281402,8563158,1022,19 L,Craugastoridae,Pristimantis,aff altamazonica,0,Hojarasca,Saltando,0.08,0.82,-,no,3Bd004,no,Lluvia suave en medio de la evaluacií_n
378,DR,3,2/8/15 00:00,9,50,150,3,20:20:00,21:00:00,20:51:00,282146,8562599,1016,19 L,Craugastoridae,Pristimantis,danae,0.1,Hoja,Atento,0.07,8.65,-,no,3Bd192,no,Neblina
379,DR,3,2/6/15 00:00,7,30,500,5,20:21:00,20:45:00,20:36:00,281935,8563058,1094,19 L,Craugastoridae,Pristimantis,ockendeni,1.8,Hoja,Activo,1.24,24.5,-,,3Bd154,154443,Nublado con truenos
380,DR,3,2/6/15 00:00,7,30,500,5,20:21:00,20:45:00,20:40:00,282009,8562607,1096,19 L,Craugastoridae,Noblella,sp,0.15,Hoja seca,Saltando,0.2,11,-,no,3Bd155,no,Nublado con truenos
381,DR,3,2/6/15 00:00,7,30,500,5,20:21:00,20:45:00,20:41:00,281939,8563064,1095,19 L,Bufonidae,Rhinella,tacana,0.2,Hoja seca,Saltando,0.08,9,-,no,3Bd156,no,Nublado con truenos
382,AB,5,14/7/2016,6,50,150,5,20:23:00,20:47:00,20:23:00,282128,8562620,1017,19L,Craugastoridae,Pristimantis,danae,0,Suelo,Saltando,1.28,25.5,,,5Bd086,,GPS aproximado
383,AB,5,14/7/2016,6,50,150,5,20:23:00,20:47:00,20:28:00,282133,8562593,1030,19L,Craugastoridae,Pristimantis,danae,0,Suelo,Saltando,0.38,17.1,,,5Bd087,,GPS aproximado
384,AB,5,14/7/2016,6,50,150,5,20:23:00,20:47:00,20:26:00,282144,8562594,1008,19L,Craugastoridae,Noblella,sp,0,Suelo,Activo,0.29,14.3,,,5Bd089,22283,
385,AB,5,14/7/2016,6,50,150,5,20:23:00,20:47:00,20:35:00,282133,8562593,1030,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.26,13.9,,,5Bd092,,GPS aproximado
386,AB,5,14/7/2016,6,50,150,5,20:23:00,20:47:00,20:31:00,282143,8562593,1007,19L,Craugastoridae,Noblella,sp,0,Suelo,Activo,0.15,11.1,,,5Bd090,,
387,AB,5,14/7/2016,6,50,150,5,20:23:00,20:47:00,20:39:00,282144,8562599,1006,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.15,11.2,,,5Bd091,22284,
388,AB,5,14/7/2016,6,50,150,5,20:23:00,20:47:00,20:45:00,282152,8562615,1008,19L,Craugastoridae,Noblella,sp,0,Suelo,Activo,0.14,10.5,,,5Bd088,22282,
389,LC,2,30/09/2014,5,56,150,,20:25:00,21:05:00,20:26:00,-,-,-,-,Bufonidae,Rhinella,tacana,40,sobre helecho,alerta,1.95,25.4,0,no tiene fotos,2Bd080,no,
390,LC,2,30/09/2014,5,56,150,3,20:25:00,21:05:00,20:55:00,-,-,-,-,Bufonidae,Rhinella,tacana,40,sobre hoja,alerta,1.3,24.1,0,no tiene fotos,2Bd081,no,
391,LC,2,30/09/2014,5,56,150,,20:25:00,21:05:00,20:56:00,8562956,282234,983,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.1,9.7,0,falta el codigo,2Bd082,154380,
392,EC,1,30/06/2014,12,6,1000,3,20:30:00,21:10:00,20:32:00,-71.01435699,-12.98732202,809.70282,19 L,Craugastoridae,Pristimantis,ockendeni,1,En hoja,Activo,0.78,22.68,,,Bd217,No colectado,"Vientre blanco plomizo, Cerca al punto GPS"
393,EC,1,30/06/2014,12,6,1000,3,20:30:00,21:10:00,20:52:00,-71.01447701,-12.98739804,814.504395,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.4,En el borde de la hoja,Activo,0.49,18.85,,,Bd212,No colectado,
394,EC,1,30/06/2014,12,6,1000,3,20:30:00,21:10:00,20:37:00,-71.014547,-12.98748496,816.416748,19 L,Craugastoridae,Pristimantis,ockendeni,1.5,En hoja de helecho,Activo,0.37,17.75,,,Bd215,UNMS 154345,Vientre blanco plomizo y ojo blanco
395,EC,1,30/06/2014,12,6,1000,3,20:30:00,21:10:00,20:48:00,-71.014517,-12.98741497,815.31897,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.6,En hoja de helecho,Activo,0.36,17.42,,,Bd213,No colectado,
396,EC,1,30/06/2014,12,6,1000,3,20:30:00,21:10:00,20:42:00,-71.01450501,-12.98753802,825.972717,19 L,Craugastoridae,Pristimantis,ockendeni,0.4,En hoja,Activo,0.15,12.1,,,Bd216,No colectado,Vientre plomo
397,EC,1,30/06/2014,12,6,1000,3,20:30:00,21:10:00,20:38:00,-71.014547,-12.98748496,816.416748,19 L,Craugastoridae,Pristimantis,ockendeni,1.4,En hoja,Atento,0.15,14,,,Bd214,No colectado,Vientre plomo
398,DR,3,2/2/15 00:00,3,8,1000,5,20:37:00,21:01:00,20:49:00,281614,8563497,1031,19 L,Craugastoridae,Pristimantis,sp inglenaranja,0.2,Hoja,Atento,na,6.5,-,,3Bd028,no,"Luna llena, la balanza no funciono"
399,DR,3,2/2/15 00:00,3,8,1000,5,20:37:00,21:01:00,20:44:00,281632,8563497,1030,19 L,Craugastoridae,Pristimantis,danae,0.1,Hoja,Atento,na,9.8,-,no,3Bd027,no,"Luna llena, la balanza no funciono"
400,RI,4,21/07/2015,8,51,150,5,20:39:00,21:03:00,20:54:00,-,-,-,-,Craugastoridae,Pristimantis,danae,1.6,Hoja,Alerta,1.75,27.2,,,4Bd112,,
401,RI,4,21/07/2015,8,51,150,5,20:39:00,21:03:00,20:42:00,-,-,-,-,Craugastoridae,Pristimantis,aff pharangobates,0,Hojarasca,Saltando,1.05,15.6,,,4Bd113,,
402,LC,2,10/6/14 00:00,11,41,250,,20:43:00,21:13:00,20:53:00,-,-,-,-,Bufonidae,Rhinella,tacana,50,sobre hoja,alerta,2.06,31.1,0,no tiene fotos,2Bd143,no,
403,LC,2,10/6/14 00:00,11,41,250,4,20:43:00,21:13:00,20:47:00,8562852,282065,955,19L,Craugastoridae,Pristimantis,danae,140,sobre hoja,alerta,1.74,29.3,0,no tiene fotos,2Bd141,no,
404,LC,2,10/6/14 00:00,11,41,250,,20:43:00,21:13:00,20:49:00,-,-,-,-,Bufonidae,Rhinella,tacana,40,sobre hoja,cantando,1.37,25.2,0,no tiene fotos,2Bd142,no,
405,LC,2,10/6/14 00:00,11,41,250,,20:43:00,21:13:00,21:00:00,8562865,282086,965,19L,Craugastoridae,Noblella,sp,10,sobre hoja,alerta,0.2,11.5,0,no tiene fotos,2Bd144,no,
406,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,20:50:00,282042,8562682,976,19L,Hylidae,Hypsiboas,sp nov,0,Desconocido,Cantando,na,na,,,No tiene,,Registro auditivo y gps aproximado
407,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,20:50:00,282042,8562682,976,19L,Hylidae,Hypsiboas,sp nov,0,Desconocido,Cantando,na,na,,,No tiene,,Registro auditivo y gps aproximado
408,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,20:50:00,282042,8562682,976,19L,Hylidae,Hypsiboas,sp nov,0,Desconocido,Cantando,na,na,,,No tiene,,Registro auditivo y gps aproximado
409,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,20:50:00,282042,8562682,976,19L,Hylidae,Hypsiboas,sp nov,0,Desconocido,Cantando,na,na,,,No tiene,,Registro auditivo y gps aproximado
410,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,20:50:00,282042,8562682,976,19L,Hylidae,Hypsiboas,sp nov,0,Desconocido,Cantando,na,na,,,No tiene,,Registro auditivo y gps aproximado
411,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,20:50:00,282002,8562679,923,19L,Bufonidae,Rhinella,gr margaritifera,0.3,Hoja,Alerta,6.57,45,,4455-4462,5Bd008,22261,
412,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,21:00:00,282032,8562675,977,19L,Hylidae,Hypsiboas,sp nov,0.8,Hoja,Alerta,6.19,48.1,,,5Bd007,22262,
413,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,21:14:00,282033,8562676,981,19L,Hylidae,Hypsiboas,sp nov,0.6,Hoja,Cantando,5.27,42,,4419-4427,5Bd004,22253,"T amb 21,6 - T agua 20,2 - Distancia de grabacion 1,5 m"
414,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,21:19:00,281999,8562716,983,19L,Craugastoridae,Pristimantis,danae,0.6,Hoja,Alerta,2.81,30.2,,,5Bd006,,
415,AB,5,8/7/16 00:00,1,38,250,4,20:49:00,21:19:00,20:49:00,282034,8562680,974,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,Hoja,Alerta,1.01,21.1,,,5Bd005,22252,
416,DR,3,2/6/15 00:00,7,38,250,5,20:50:00,23:14:00,23:00:00,282019,8562680,1098,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Cantando,0.43,16.5,-,no,3Bd161,no,Garua
417,DR,3,2/5/15 00:00,6,5,1000,4,20:54:00,21:24:00,21:03:00,281474,8563325,1079,19 L,Craugastoridae,Pristimantis,aff pharangobates,0,Suelo,Saltando,0.27,14.3,-,no,3Bd121,no,
418,DR,3,2/5/15 00:00,6,5,1000,4,20:54:00,21:24:00,21:16:00,281482,8563343,1081,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.1,Hoja,Alerta,0.17,10.6,-,no,3Bd120,no,
419,DR,3,2/5/15 00:00,6,5,1000,4,20:54:00,21:24:00,21:16:00,281445,8563222,1074,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.1,Hoja,Alerta,0.13,10.2,-,no,3Bd122,no,
420,AB,5,11/7/16 00:00,4,32,500,5,20:57:00,21:21:00,21:01:00,281794,8562857,877,19L,Bufonidae,Rhinella,gr margaritifera,0,Suelo,Activo,17.74,60.7,,,5Bd054,,
421,AB,5,11/7/16 00:00,4,32,500,5,20:57:00,21:21:00,21:16:00,281968,8563186,907,19L,Craugastoridae,Pristimantis,danae,0.4,Hoja,Alerta,1.18,25,,,5Bd056,,
422,AB,5,11/7/16 00:00,4,32,500,5,20:57:00,21:21:00,21:05:00,281957,8563167,913,19L,Craugastoridae,Pristimantis,danae,0.1,Hoja,Activo,0.39,17.2,,,5Bd055,,
423,AB,5,11/7/16 00:00,4,32,500,5,20:57:00,21:21:00,21:07:00,281965,8563160,913,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.34,15.5,,,5Bd057,,
424,RI,4,15/07/2015,2,41,250,3,21:00:00,21:40:00,21:10:00,282090.0235,8562846.778,952.466125,19 L,Bufonidae,Rhinella,tacana,1.3,Hoja,Alerta,1.24,23.5,,,4Bd033,,
425,RI,4,15/07/2015,2,41,250,3,21:00:00,21:40:00,21:20:00,282090.2628,8562871.786,954.294678,19 L,Craugastoridae,Pristimantis,ockendeni,0.7,Hoja,Alerta,0.92,22.1,,,4Bd035,,
426,RI,4,15/07/2015,2,41,250,3,21:00:00,21:40:00,21:15:00,282075,8562864,952,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Alerta,0.43,17.1,,,4Bd034,,
427,RI,4,15/07/2015,2,2,1000,3,21:00:00,21:40:00,19:48:00,281415.764,8563158.583,841.422485,19 L,Craugastoridae,Pristimantis,gagliardi,1.2,Hoja,Alerta,0.2,12.2,,,4Bd032,,
428,DR,3,2/3/15 00:00,4,42,250,4,21:00:00,21:30:00,21:07:00,282101,8562920,1042,19 L,Craugastoridae,Pristimantis,danae,0.1,Hoja,Activo,na,na,-,no,no,no,"Una hora de lluvia moderada 16:30 - 17:50, se escapo"
429,DR,3,2/3/15 00:00,4,42,250,4,21:00:00,21:30:00,21:20:00,282116,8562913,959,19 L,Craugastoridae,Pristimantis,danae,0.4,Tallo,Activo,4.55,39.8,-,no,3Bd055,no,Una hora de lluvia moderada 16:30 - 17:50
430,DR,3,2/3/15 00:00,4,42,250,4,21:00:00,21:30:00,21:08:00,282101,8562920,1042,19 L,Craugastoridae,Pristimantis,gagliardi,0.4,Hoja,Activo,0.64,20.6,-,no,3Bd056,no,Una hora de lluvia moderada 16:30 - 17:50
431,DR,3,2/3/15 00:00,4,42,250,4,21:00:00,21:30:00,21:28:00,282117,8562917,1043,19 L,Craugastoridae,Pristimantis,danae,0.3,Hoja,Atento,0.26,15.1,-,no,3Bd054,no,Una hora de lluvia moderada 16:30 - 17:50
432,EC,1,22/06/2014,5,41,250,3,21:01:00,21:41:00,21:40:00,-71.00891998,-12.99221797,967.585388,19 L,Craugastoridae,Pristimantis,danae,0.3,En hoja,Atento,2.25,32.7,,,Bd075,No colectado,A 3m del punto GPS
433,EC,1,22/06/2014,5,41,250,3,21:01:00,21:41:00,21:41:00,-71.00891998,-12.99221797,967.585388,19 L,Craugastoridae,Pristimantis,danae,0.5,En hoja,Activo,0.3,16.8,,,Bd081,No colectado,"A 1.5m del punto GPS, juvenil"
434,EC,1,22/06/2014,5,41,250,3,21:01:00,21:41:00,21:41:00,-71.00891998,-12.99221797,967.585388,19 L,Craugastoridae,Pristimantis,ockendeni,0.5,En hoja,Atento,0.29,17.21,,,Bd074,No colectado,"A 2m del punto GPS, con foto"
435,EC,1,22/06/2014,5,41,250,3,21:01:00,21:41:00,21:38:00,-71.00906599,-12.992252,965.301758,19 L,Craugastoridae,Noblella,sp,0,En el suelo,Saltando,0.13,9.6,,,Bd078,No colectado,
436,EC,1,22/06/2014,5,41,250,3,21:01:00,21:41:00,21:39:00,-71.00906599,-12.992252,965.301758,19 L,Craugastoridae,Noblella,sp,0,En el suelo,Saltando,0.13,11,,,Bd079,UNMS 154318,
437,EC,1,22/06/2014,5,41,250,3,21:01:00,21:41:00,21:40:00,-71.00906599,-12.992252,965.301758,19 L,Plethodontidae,Bolitoglossa,cf altamazonica,0.05,En hoja,Activo,0.09,16.12,,,Bd080,No colectado,Cola = 9.1
438,EC,1,22/06/2014,5,41,250,3,21:01:00,21:41:00,21:36:00,-71.00906599,-12.992252,965.301758,19 L,Craugastoridae,Noblella,sp,0,En el suelo,Saltando,0.05,8.3,,,Bd077,No colectado,
439,EC,1,22/06/2014,5,41,250,3,21:01:00,21:41:00,21:35:00,-71.00906599,-12.992252,965.301758,19 L,Craugastoridae,Noblella,sp,0,En el suelo,Saltando,0.04,9.5,,,Bd076,No colectado,
440,AB,5,16/7/2016,8,64,50,6,21:04:00,21:24:00,21:14:00,282209,8562638,1002,19L,Bufonidae,Rhinella,tacana,0.3,Hoja,Caminando,0.75,20.3,,,5Bd144,,
441,AB,5,16/7/2016,8,64,50,6,21:04:00,21:24:00,21:06:00,282188,8562635,1000,19L,Craugastoridae,Noblella,sp,0,Suelo,Alerta,0.15,9.9,,,5Bd143,,
442,LC,2,10/4/14 00:00,9,25,500,3,21:05:00,21:45:00,21:05:00,8562821,281729,920,19L,Craugastoridae,Pristimantis,sp inglenaranja,0,en hojarasca,atento,na,0.6,0,no tiene fotos,no,no,juvenil
443,LC,2,10/4/14 00:00,9,25,500,,21:05:00,21:45:00,21:33:00,8562825,281748,926,19L,Craugastoridae,Noblella,sp,0,en hojarasca,activo,na,na,0,no tiene fotos,no,no,se escapo
444,LC,2,10/4/14 00:00,9,25,500,,21:05:00,21:45:00,21:19:00,8562820,281743,925,19L,Craugastoridae,Pristimantis,ockendeni,140,sobre hoja,atento,1.58,25.9,0,no tiene fotos,2Bd112,no,
445,LC,2,10/4/14 00:00,9,25,500,3,21:05:00,21:45:00,21:30:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,olivaceus,10,sobre hoja,atento,0.99,26,0,1032-1059,2Bd113,1544393,
446,LC,2,10/4/14 00:00,9,25,500,,21:05:00,21:45:00,21:45:00,8562831,281757,936,19L,Craugastoridae,Pristimantis,gagliardi,50,sobre rama,saltando,0.69,19,0,no tiene fotos,2Bd111,no,
447,LC,2,10/4/14 00:00,9,25,500,,21:05:00,21:45:00,21:43:00,8562830,281763,933,19L,Craugastoridae,Noblella,sp,20,en hoja,alerta,0.14,10.2,0,no tiene fotos,2Bd109,no,
448,LC,2,10/4/14 00:00,9,25,500,,21:05:00,21:45:00,21:33:00,8562825,281748,926,19L,Craugastoridae,Noblella,sp,0,en hojarasca,activo,0.11,9.2,0,no tiene fotos,2Bd110,no,
449,RI,4,17/07/2015,4,56,150,3,21:07:00,21:47:00,21:23:00,282270,8562962,962,19 L,Bufonidae,Rhinella,tacana,0.5,Hoja,alerta,2.73,30.4,,,4Bd064,,
450,RI,4,17/07/2015,4,56,150,3,21:07:00,21:47:00,21:26:00,282290,8562944,963,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.2,Hoja,Activo,0.97,23,,,4Bd063,154482,
451,EC,1,25/06/2014,7,50,150,3,21:09:00,21:49:00,21:20:00,-71.00862603,-12.99464797,1020.11322,19 L,Bufonidae,Rhinella,tacana,0,En el suelo,Saltando,0.65,20.1,,,Bd130,No colectado,
452,EC,1,25/06/2014,7,50,150,3,21:09:00,21:49:00,21:30:00,-71.00831296,-12.99568003,1025.488892,19 L,Bufonidae,Rhinella,tacana,2,En hoja,Sentado,0.55,19.09,,,Bd127,No colectado,Cerca al punto GPS
453,EC,1,26/06/2014,8,40,250,3,21:09:00,21:49:00,21:22:00,-71.00926196,-12.99253296,960.266113,19 L,Centrolenidae,Cochranella,nola,1.5,En hoja,Atento,0.52,20.11,,,Bd148,No colectado,Cerca a la quebrada
454,EC,1,25/06/2014,7,50,150,3,21:09:00,21:49:00,21:15:00,-71.00852201,-12.994625,1019.94635,19 L,Craugastoridae,Pristimantis,danae,0.5,En hoja,Saltando,0.28,15.45,,,Bd129,No colectado,
455,EC,1,26/06/2014,8,40,250,3,21:09:00,21:49:00,21:38:00,-71.00940102,-12.99253698,963.36615,19 L,Craugastoridae,Pristimantis,danae,0,En hojarasca,Saltando,0.28,16,,,Bd147,No colectado,
456,EC,1,26/06/2014,8,40,250,3,21:09:00,21:49:00,21:28:00,-71.00940898,-12.99275097,956.288086,19 L,Craugastoridae,Pristimantis,gagliardi,0.3,En hoja de herbacea,Activo,0.27,16.5,,,Bd146,UNMS 154334,Herbacea de 60 cm de alto
457,EC,1,25/06/2014,7,50,150,3,21:09:00,21:49:00,21:32:00,-71.00855604,-12.99458301,1014.181885,19 L,Craugastoridae,Noblella,sp,0,En hojarasca,Saltando,0.23,11.8,,,Bd123,No colectado,
458,EC,1,25/06/2014,7,50,150,3,21:09:00,21:49:00,21:30:00,-71.00855604,-12.99458301,1014.181885,19 L,Craugastoridae,Noblella,sp,0,En hojarasca,Saltando,0.2,12.3,,,Bd126,UNMS 154326,
459,EC,1,25/06/2014,7,50,150,3,21:09:00,21:49:00,21:37:00,-71.00855201,-12.99447999,1013.619934,19 L,Craugastoridae,Noblella,sp,0,En hojarasca,Saltando,0.19,11.8,,,Bd125,No colectado,
460,EC,1,25/06/2014,7,50,150,3,21:09:00,21:49:00,21:13:00,-71.00852201,-12.994625,1019.94635,19 L,Craugastoridae,Noblella,sp,0,En el suelo,Saltando,0.19,11.8,,,Bd128,UNMS 154328,
461,EC,1,25/06/2014,7,50,150,3,21:09:00,21:49:00,21:47:00,-71.00854699,-12.99455903,1020.715149,19 L,Craugastoridae,Pristimantis,gagliardi,0.2,En hoja,Atento,0.12,11.32,,,Bd124,No colectado,
462,RI,4,22/07/2015,9,58,150,3,21:10:00,21:50:00,21:47:00,282389,8562963,993,,Craugastoridae,Pristimantis,danae,1.3,Hoja,Alerta,1.15,23.1,,,4Bd132,,
463,RI,4,22/07/2015,9,58,150,3,21:10:00,21:50:00,21:17:00,282402,8562936,998,,Craugastoridae,Pristimantis,danae,1.8,Hoja,Alerta,1.15,23.6,,,4Bd131,,
464,RI,4,22/07/2015,9,58,150,3,21:10:00,21:50:00,21:42:00,282400,8562965,997,,Bufonidae,Rhinella,tacana,0.6,Hoja,Alerta,0.65,20,,,4Bd129,,
465,RI,4,22/07/2015,9,58,150,3,21:10:00,21:50:00,21:34:00,282380,8562931,998,,Bufonidae,Rhinella,tacana,1.2,Hoja,Caminando,0.55,17.1,,,4Bd130,,
466,EC,1,21/06/2014,4,54,150,3,21:10:00,21:50:00,21:38:00,-71.00809897,-12.99276698,985.128601,19 L,Craugastoridae,Pristimantis,danae,0.5,En helecho,Saltando,1.11,22.68,,,Bd051,No colectado,
467,EC,1,21/06/2014,4,54,150,3,21:10:00,21:50:00,21:45:00,-71.008276,-12.99268199,980.189758,19 L,Craugastoridae,Pristimantis,danae,0,En el suelo,Saltando,0.38,16.79,,,Bd052,No colectado,
468,EC,1,21/06/2014,4,54,150,3,21:10:00,21:50:00,21:48:00,-71.00814298,-12.99266799,984.0578,19 L,Bufonidae,Rhinella,tacana,0.4,En hoja,Saltando,0.24,15.21,,,Bd050,No colectado,Ubicada a 1m a la derecha del punto GPS
469,EC,1,21/06/2014,4,54,150,3,21:10:00,21:50:00,21:40:00,-71.00814298,-12.99266799,984.0578,19 L,Craugastoridae,Pristimantis,danae,0.5,En helecho,Saltando,,,,,,No colectado,Se escapo
470,LC,2,28/09/2014,3,45,250,3,21:15:00,22:55:00,21:17:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,danae,0,en hojarasca,saltando,1.75,28,0,no tiene fotos,2Bd050,no,
471,LC,2,28/09/2014,3,45,250,,21:15:00,22:55:00,21:20:00,-,-,-,-,Bufonidae,Rhinella,tacana,100,sobre hoja ,atento,1.25,25,0,no tiene fotos,2Bd051,no,
472,LC,2,29/09/2014,4,31,500,3,21:20:00,22:00:00,21:28:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,aff pharangobates,200,sobre hoja,alerta,1.1,24,0,no tiene fotos,2Bd066,no,
473,EC,1,29/06/2014,11,62,50,3,21:22:00,20:02:00,21:42:00,-71.00956002,-12.99365002,981.113892,19 L,Craugastoridae,Pristimantis,danae,0,En hojarasca,Saltando,1.21,25.2,,,Bd187,No colectado,Ubicado a 10m del punto GPS
474,EC,1,29/06/2014,11,62,50,3,21:22:00,20:02:00,21:31:00,-71.00790703,-12.99552899,1018.104187,19 L,Bufonidae,Rhinella,tacana,1.6,En hoja de bromelia,Activo,0.94,22.25,,,Bd183,No colectado,
