,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Long E,Lat (N),Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev
64,EC,1,2014-06-29,11,65,50,3.0,01:02:00,01:42:00,01:17:00,-71.007656995207,-12.9934019967913,1003.23822,19L,Bufonidae,Rhinella,tacana,1.0,en hoja,activo,0.83,22.3,,,Bd198,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,15.0,103.0,0.08,1001.75
65,EC,1,2014-06-29,11,65,50,3.0,01:02:00,01:42:00,01:04:00,-71.0079180076718,-12.9936869814991,991.156127999999,19L,Craugastoridae,Pristimantis,ockendeni,1.5,en hoja de trepadora,atento,0.31,15.5,,,Bd196,,Vientre negro,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,15.0,103.0,0.08,1001.75
66,EC,1,2014-06-29,11,65,50,3.0,01:02:00,01:42:00,01:40:00,-71.0077539738267,-12.9936689604073,993.538757,19L,Bufonidae,Rhinella,tacana,1.0,en hoja,activo,0.22,14.22,,,Bd197,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,15.0,103.0,0.08,1001.75
67,LC,2,2014-10-08,12,63,50,4.0,01:07:00,01:37:00,01:30:00,8562610.0,282210.0,1014.0,19L,Bufonidae,Rhinella,tacana,30.0,axila de una p;anta parecida a una heliconia gigante,cantando,1.4,23.3,,,2Bd163,,,2014,10,8,14.0,0.0,514.0,2280.0,11.93717277486911,191.0,15.0,20.5,100.69,1.0,1019.0
68,AB,5,2016-07-15,6,63,50,5.0,01:18:00,01:42:00,01:18:00,282226.0,8562598.0,1010.0,19L,Bufonidae,Rhinella,tacana,0.3,hoja,activo,2.97,31.7,,,5Bd113,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,20.0,,0.78,1019.0
69,AB,5,2016-07-15,6,63,50,5.0,01:18:00,01:42:00,01:42:00,282216.0,8562557.0,1019.0,19L,Hylidae,Dendropsophus,aff parviceps,0.8,hoja,cantando,0.45,17.4,,,5Bd111,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,20.0,,0.78,1019.0
70,AB,5,2016-07-15,6,63,50,5.0,01:18:00,01:42:00,01:24:00,282216.0,8562556.0,1028.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,activo,0.14,11.4,,,5Bd112,,GPS aproximado,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,20.0,,0.78,1019.0
71,DR,3,2015-02-06,6,68,50,4.0,01:26:00,01:56:00,01:57:00,282340.0,8562869.0,1090.0,19L,Craugastoridae,Pristimantis,diadematus,0.07,hoja,activo,3.0,34.8,,3881-3898,3Bd141,154438,Presencia de neblina ,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.0,100.0,0.96,998.5
72,DR,3,2015-02-06,6,68,50,4.0,01:26:00,01:56:00,01:38:00,282359.0,8562874.0,1011.0,19L,Bufonidae,Rhinella,tacana,0.2,hoja,alerta,2.0,30.2,,,3Bd146,,Presencia de neblina ,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.0,100.0,0.96,998.5
73,DR,3,2015-02-06,6,68,50,4.0,01:26:00,01:56:00,01:37:00,282336.0,8562864.0,1012.0,19L,Bufonidae,Rhinella,tacana,1.0,hoja,alerta,1.73,27.7,,,3Bd144,,Presencia de neblina ,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.0,100.0,0.96,998.5
74,DR,3,2015-02-06,6,68,50,4.0,01:26:00,01:56:00,01:52:00,282343.0,8562862.0,1011.0,19L,Bufonidae,Rhinella,tacana,1.2,hoja,alerta,0.42,18.3,,,3Bd142,,Presencia de neblina ,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.0,100.0,0.96,998.5
75,DR,3,2015-02-06,6,68,50,4.0,01:26:00,01:56:00,01:38:00,282350.0,8562861.0,1088.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,atento,0.27,14.3,,,3Bd140,,Presencia de neblina ,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.0,100.0,0.96,998.5
76,DR,3,2015-02-06,6,68,50,4.0,01:26:00,01:56:00,01:48:00,282334.0,8562869.0,1089.0,19L,Craugastoridae,Pristimantis,gagliardi,0.2,hoja,atento,0.22,13.7,,,3Bd143,,Presencia de neblina ,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.0,100.0,0.96,998.5
77,DR,3,2015-02-06,6,68,50,4.0,01:26:00,01:56:00,01:38:00,282359.0,8562874.0,1011.0,19L,Craugastoridae,Pristimantis,danae,0.3,hoja,saltando,0.17,13.8,,,3Bd145,,Presencia de neblina ,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.0,100.0,0.96,998.5
78,DR,3,2015-02-06,6,68,50,4.0,01:26:00,01:56:00,01:53:00,282340.0,8562869.0,1090.0,19L,Craugastoridae,Pristimantis,divnae,1.0,hoja,atento,0.1,11.0,,,3Bd139,,Presencia de neblina ,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,21.0,100.0,0.96,998.5
79,LC,2,2014-10-08,12,64,50,,01:55:00,02:25:00,02:20:00,,,,19L,Hylidae,Osteocephalus,mimeticus,20.0,sobre hoja,cantando,,,,,,,se escapo,2014,10,8,14.0,0.0,514.0,2280.0,11.93717277486911,191.0,15.0,20.5,101.184,1.0,996.5
80,LC,2,2014-10-08,12,64,50,4.0,01:55:00,02:25:00,02:20:00,,,,19L,Hylidae,Osteocephalus,mimeticus,0.0,sobre una hoja en un pozo de una quebrada,cantando,4.85,44.1,,,2Bd164,154405,,2014,10,8,14.0,0.0,514.0,2280.0,11.93717277486911,191.0,15.0,20.5,101.184,1.0,996.5
81,AB,5,2016-09-07,1,67,50,4.0,02:13:00,02:43:00,02:29:00,282296.0,8562832.0,998.0,19L,Craugastoridae,Pristimantis,ockendeni,0.0,suelo,saltando,0.39,10.5,,4475-4483,5Bd024,22257,,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,,,0.24,1000.75
82,AB,5,2016-09-07,1,67,50,4.0,02:13:00,02:43:00,02:14:00,282308.0,8562845.0,1000.0,19L,Craugastoridae,Oreobates,amarakaeri,0.4,hoja,alerta,0.31,24.5,,,5Bd023,,,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,,,0.24,1000.75
83,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:29:00,-71.0156789794564,-12.9896830301731,830.765076,19L,Bufonidae,Rhinella,tacana,0.8,en hoja,atento,1.28,23.0,,,Bd087,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75
84,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:08:00,-71.0090659931302,-12.9922519996762,965.301757999999,19L,Craugastoridae,Pristimantis,aff altamazonica,2.0,en hoja,cantando,0.5,17.7,,,Bd089,UNMS 154322,En hoja de trepadora de arbol de 20m. Con grabacion. Con foto,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75
85,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:16:00,-71.0156010277569,-12.9898719582706,843.25116,19L,Craugastoridae,Pristimantis,gagliardi,0.1,en helecho,saltando,0.41,16.3,,,Bd088,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75
86,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:24:00,-71.0155280213803,-12.989843962714,827.822083,19L,Bufonidae,Rhinella,tacana,0.3,en hoja,saltando,0.31,16.2,,,Bd086,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75
87,EC,1,2014-06-24,6,1,1000,3.0,17:50:00,18:30:00,18:03:00,-71.0067140311002,-12.9941970203071,798.884154999999,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,saltando,0.3,16.2,,,Bd085,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,97.0,0.1,846.75
88,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:04:00,-71.0126129630953,-12.9855039808899,785.219970999999,19L,Hylidae,Osteocephalus,mimeticus,0.0,en roca de quebrada,saltando,7.75,47.4,,,Bd207,,Cerca al punto GPS,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75
89,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:28:00,-71.013029962778,-12.9855700302869,791.68988,19L,Craugastoridae,Pristimantis,ockendeni,0.0,en hojarasca,saltando,0.91,22.8,,,Bd208,,Cerca al punto GPS,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75
90,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:15:00,-71.0129039827734,-12.9854749795049,800.821959999999,19L,Craugastoridae,Pristimantis,ockendeni,0.3,en hoja,activo,0.39,17.8,,,Bd206,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75
91,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:20:00,-71.0135990101844,-12.9853520169854,760.071166999999,19L,Craugastoridae,Pristimantis,ockendeni,1.0,en hoja,atento,0.34,16.6,,,Bd205,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75
92,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:34:00,-71.0129660088568,-12.9856589622795,786.47406,19L,Craugastoridae,Pristimantis,aff pharangobates,0.4,en hoja,atento,0.29,16.3,,,Bd204,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75
93,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:04:00,-71.0126129630953,-12.9855039808899,785.219970999999,19L,Hylidae,Osteocephalus,mimeticus,0.0,en roca de quebrada,saltando,,,,,,,"Se escapo, Cerca al punto GPS",2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75
94,EC,1,2014-06-30,12,10,1000,3.0,17:55:00,18:35:00,18:35:00,-71.013029962778,-12.9855700302869,791.68988,19L,Craugastoridae,Pristimantis,ockendeni,0.0,en hojarasca,saltando,,,,,,,"Se escapo, Cerca al punto GPS(10m)",2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.0,0.08,786.75
95,LC,2,2014-09-30,5,58,150,,18:00:00,18:40:00,18:21:00,,,,19L,Craugastoridae,Pristimantis,danae,170.0,sobre hoja,cantando,2.05,30.4,,,2Bd072,,canto grabado,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,100.9385,0.33,995.25
96,LC,2,2014-09-30,5,58,150,3.0,18:00:00,18:40:00,18:25:00,,,,19L,Craugastoridae,Pristimantis,danae,210.0,sobre hoja,cantando,1.9,25.9,,,2Bd069,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,100.9385,0.33,995.25
97,LC,2,2014-09-30,5,58,150,,18:00:00,18:40:00,18:40:00,,,,19L,Craugastoridae,Pristimantis,ockendeni,50.0,sobre hoja,alerta,1.8,31.2,,,2Bd070,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,100.9385,0.33,995.25
98,LC,2,2014-09-30,5,58,150,,18:00:00,18:40:00,18:35:00,,,,19L,Craugastoridae,Pristimantis,danae,70.0,sobre hoja de una herbacea,cantando,1.75,28.1,,,2Bd071,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,100.9385,0.33,995.25
99,LC,2,2014-09-29,4,10,1000,,18:00:00,18:40:00,18:30:00,8563599.0,281674.0,792.0,19L,Craugastoridae,Pristimantis,danae,1.2,sobre hoja de palmera seca,cantando,1.4,27.6,,,2Bd063,,canto grabado,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.5,95.5985,0.23,786.75
100,LC,2,2014-09-29,4,10,1000,,18:00:00,18:40:00,18:10:00,,,,19L,Craugastoridae,Pristimantis,ockendeni,170.0,sobre hoja,activo,0.4,18.0,,,2Bd062,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.5,95.5985,0.23,786.75
101,LC,2,2014-09-29,4,10,1000,3.0,18:00:00,18:40:00,18:08:00,,,,19L,Craugastoridae,Pristimantis,ockendeni,140.0,sobre hoja,activo,0.35,16.7,,,2Bd060,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.5,95.5985,0.23,786.75
102,LC,2,2014-09-29,4,10,1000,,18:00:00,18:40:00,18:05:00,,,,19L,Craugastoridae,Pristimantis,ockendeni,150.0,sobre tronco de un arbol delgado,activo,0.35,18.0,,,2Bd061,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.5,95.5985,0.23,786.75
103,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:28:00,,,,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,1.25,23.5,,,2Bd134,,sin lineas,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75
104,LC,2,2014-10-06,11,34,500,4.0,18:00:00,18:30:00,18:28:00,8563214.0,282032.0,911.0,19L,Craugastoridae,Pristimantis,ockendeni,180.0,sobre hoja,cantando,1.25,24.7,,,2Bd130,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75
105,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:21:00,,,,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,cantando,1.05,22.4,,,2Bd133,,sin lineas,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75
106,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:06:00,8563211.0,282037.0,912.0,19L,Craugastoridae,Pristimantis,gagliardi,50.0,en hoja de bromelia,atento,0.65,18.4,,,2Bd131,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75
107,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:01:00,,,,19L,Craugastoridae,Pristimantis,gagliardi,40.0,sobre hoja,amplexus,0.6,18.4,,,2Bd136,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75
108,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:30:00,8563211.0,282037.0,912.0,19L,Craugastoridae,Pristimantis,ockendeni,150.0,en hoja,alerta,0.35,16.5,,,2Bd132,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75
109,LC,2,2014-10-06,11,34,500,,18:00:00,18:30:00,18:01:00,,,,19L,Craugastoridae,Pristimantis,gagliardi,40.0,sobre hoja,amplexus,0.25,11.7,,,2Bd135,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.5,99.947,0.93,897.75
110,AB,5,2016-07-16,8,42,250,6.0,18:00:00,18:20:00,18:21:00,282120.0,8562918.0,958.0,19L,Bufonidae,Rhinella,gr margaritifera,1.0,tronco,trepando,6.34,41.6,,,5Bd132,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.5,,0.86,964.5
111,AB,5,2016-07-16,8,42,250,6.0,18:00:00,18:20:00,18:19:00,282085.0,8562901.0,967.0,19L,Craugastoridae,Pristimantis,gagliardi,0.3,hoja,activo,0.62,18.4,,,5Bd130,,GPS aproximado,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.5,,0.86,964.5
112,AB,5,2016-07-16,8,42,250,6.0,18:00:00,18:20:00,18:09:00,282115.0,8562912.0,920.0,19L,Craugastoridae,Pristimantis,gagliardi,0.2,hoja,alerta,0.18,12.4,,,5Bd131,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.5,,0.86,964.5
113,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:12:00,-71.9616849627345,-13.519589966163,850.183104999999,19L,Craugastoridae,Oreobates,amarakaeri,0.0,en el suelo,saltando,6.42,38.2,,,Bd064,UNMS 154309,Cerca a la quebrada,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0
114,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:20:00,-71.0109069943428,-12.9912249650806,920.190490999999,19L,Craugastoridae,Pristimantis,danae,0.15,en rama,activo,1.35,25.32,,,Bd063,,En una planta de 3m. De veg secundaria,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0
115,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:09:00,-71.0109670087695,-12.9912289883941,918.813720999999,19L,Craugastoridae,Pristimantis,danae,0.15,en hojarasca,activo,1.29,24.65,,,Bd066,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0
116,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:45:00,-71.0109309665858,-12.9909649584442,917.484069999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.8,en rama,atento,0.93,23.05,,,Bd067,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0
117,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:24:00,-71.0108990315347,-12.9911950416862,917.984740999999,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.2,en palo roto,trepando,0.75,32.4,,,Bd065,UNMS 154317,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0
118,EC,1,2014-06-22,5,29,500,3.0,18:05:00,18:45:00,18:41:00,-71.0108209960162,-12.9909770283848,922.130249,19L,Bufonidae,Rhinella,tacana,1.2,en hoja,alerta,0.6,19.8,,,Bd068,,,2014,6,22,4.0,0.0,0.0,900.0,11.11111111111111,81.0,9.0,20.0,98.0,0.25,934.0
119,RI,4,2015-07-16,3,34,500,5.0,18:06:00,18:30:00,18:20:00,,,,,Bufonidae,Rhinella,tacana,1.0,hoja,alerta,2.02,17.0,,,4Bd038,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,18.5,102.645,0.0,897.75
120,RI,4,2015-07-22,9,31,500,3.0,18:12:00,18:52:00,18:40:00,281935.0,8563098.0,915.0,,Craugastoridae,Pristimantis,aff pharangobates,0.2,hoja,alerta,0.55,17.4,,,4Bd125,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,18.0,103.138,0.32,916.25
121,RI,4,2015-07-22,9,31,500,3.0,18:12:00,18:52:00,18:29:00,281938.0,8563118.0,913.0,,Craugastoridae,Pristimantis,ockendeni,1.6,hoja,alerta,0.55,20.5,,,4Bd124,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,18.0,103.138,0.32,916.25
122,RI,4,2015-07-15,2,1,1000,3.0,18:12:00,18:52:00,18:50:00,281377.174797307,8563124.86022499,840.475647,19L,Craugastoridae,Pristimantis,ockendeni,2.0,hoja,alerta,0.37,16.0,,,4Bd030,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,21.16,97.46549999999999,0.01,846.75
123,RI,4,2015-07-18,5,37,250,4.0,18:14:00,18:44:00,18:28:00,282022.0,8562621.0,974.0,19L,Craugastoridae,Pristimantis,danae,2.0,musgo,activo,3.44,34.8,,,4Bd069,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,20.0,100.968,0.05,998.5
124,RI,4,2015-07-18,5,37,250,4.0,18:14:00,18:44:00,18:49:00,282010.391134536,8562610.7794368,987.476868,19L,Craugastoridae,Pristimantis,danae,1.0,rama,alerta,1.53,26.1,,,4Bd068,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,20.0,100.968,0.05,998.5
125,AB,5,2016-10-07,3,25,500,5.0,18:14:00,18:38:00,18:30:00,281723.0,8562848.0,867.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.15,hoja,alerta,,,,,,,Registro visual,2016,10,7,,,,99.0,1.98,50.0,0.0,21.0,,0.33,923.75
126,AB,5,2016-10-07,3,25,500,5.0,18:14:00,18:38:00,18:37:00,281755.0,8562824.0,929.0,19L,Craugastoridae,Noblella,sp,0.3,hoja,alerta,0.15,10.5,,,5Bd038,,,2016,10,7,,,,99.0,1.98,50.0,0.0,21.0,,0.33,923.75
127,RI,4,2015-07-17,4,10,1000,3.0,18:17:00,18:57:00,18:50:00,,,,,Hylidae,Hypsiboas,sp nov,,,,,,,,,,Registro auditivo,2015,7,17,6.0,0.0,258.0,1254.0,11.0,114.0,0.0,19.659,100.9385,0.01,786.75
128,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:22:00,,,,,Craugastoridae,Pristimantis,danae,1.0,hoja,alerta,3.28,33.4,,,4Bd002,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75
129,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:20:00,281730.562452205,8562814.94757524,932.683105,19L,Bufonidae,Rhinella,tacana,1.3,hoja,alerta,2.0,26.0,,,4Bd004,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75
130,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:38:00,,,,,Craugastoridae,Pristimantis,aff pharangobates,0.2,hoja,alerta,0.58,17.0,,,4Bd001,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75
131,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:30:00,,,,,Craugastoridae,Pristimantis,aff pharangobates,0.2,hoja,saltando,0.52,17.7,,,4Bd003,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75
132,RI,4,2015-07-14,1,25,500,4.0,18:17:00,18:47:00,18:34:00,281731.608404325,8562778.10633952,933.818176,19L,Craugastoridae,Pristimantis,gagliardi,0.0,hojarasca,atento,0.2,14.0,,,4Bd005,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,96.635,0.04,923.75
133,AB,5,2016-09-07,2,1,1000,5.0,18:17:00,18:41:00,18:40:00,281365.0,8563106.0,848.0,19L,Craugastoridae,Oreobates,amarakaeri,0.0,suelo,saltando,1.0,22.1,,,5Bd025,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,21.5,,0.24,846.75
134,AB,5,2016-07-15,7,7,1000,5.0,18:19:00,18:43:00,18:23:00,281537.0,8563440.0,839.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,saltando,,,,,,,Registro visual,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.5,,0.78,808.25
135,AB,5,2016-07-15,7,7,1000,5.0,18:19:00,18:43:00,18:42:00,281551.0,8563448.0,832.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.05,10.4,,,5Bd114,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.5,,0.78,808.25
136,LC,2,2014-09-27,2,38,250,,18:30:00,19:10:00,18:52:00,,,,19L,Centrolenidae,Cochranella,nola,150.0,sobre hoja,cantando,,,,,,,registro auditivo,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,19.75,119.255,0.08,974.25
137,LC,2,2014-09-27,2,38,250,,18:30:00,19:10:00,18:45:00,,,,19L,Craugastoridae,Pristimantis,danae,70.0,sobre hoja,activo,0.98,24.1,,,2Bd016,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,19.75,119.255,0.08,974.25
138,LC,2,2014-09-27,2,38,250,3.0,18:30:00,19:10:00,18:42:00,,,,19L,Centrolenidae,Cochranella,nola,210.0,sobre hoja,cantando,0.76,20.4,,189-202,2Bd015,154357,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,19.75,119.255,0.08,974.25
139,AB,5,2016-07-12,5,4,1000,6.0,18:31:00,18:51:00,18:42:00,281429.0,8563282.0,821.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,suelo,activo,1.12,23.1,,4696-4704,5Bd065,,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,24.5,,0.52,830.75
140,AB,5,2016-07-12,5,4,1000,6.0,18:31:00,18:51:00,18:43:00,281472.0,8563284.0,828.0,19L,Bufonidae,Rhinella,tacana,1.4,hoja,atento,0.5,18.9,,,5Bd066,,GPS aproximado,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,24.5,,0.52,830.75
141,EC,1,2014-06-19,2,32,500,3.0,18:35:00,19:15:00,18:48:00,-71.0101890005171,-12.9892599955201,916.569336,19L,Craugastoridae,Pristimantis,aff pharangobates,0.4,en una hoja,activo,0.52,17.92,,,Bd017,,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,98.5,0.57,878.25
142,EC,1,2014-06-19,2,32,500,3.0,18:35:00,19:15:00,18:40:00,-71.0100230388343,-12.989162011072,901.489257999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en el suelo,saltando,,,,,,,Cerca al punto GPS,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,98.5,0.57,878.25
143,EC,1,2014-06-18,1,44,250,3.0,18:35:00,19:12:00,18:58:00,-71.008107,-12.99101,953.930298,19L,Craugastoridae,Pristimantis,danae,0.0,en el suelo,saltando,1.78,25.32,,,Bd005,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,19.0,97.5,0.68,963.25
144,EC,1,2014-06-18,1,44,250,3.0,18:35:00,19:12:00,18:54:00,-71.008085,-12.990896,959.228394,19L,Craugastoridae,Pristimantis,danae,0.1,en un pequeño tallo ,sentado,0.94,22.82,,,Bd004,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,19.0,97.5,0.68,963.25
145,EC,1,2014-06-18,1,44,250,3.0,18:35:00,19:12:00,19:09:00,-71.008088,-12.990965,957.381287,19L,Craugastoridae,Pristimantis,ockendeni,1.4,en una helecho arboreo,activo,0.82,20.4,,,Bd006,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,19.0,97.5,0.68,963.25
