,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev,Lat,Long
322,LC,2,2014-09-27,2,37,250,,19:55:00,20:35:00,20:15:00,,19L,Craugastoridae,Pristimantis,danae,130.0,sobre rama de un arbol delgado,cantando,1.55,25.7,,,2Bd020,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.0,119.255,0.08,998.5,282018,8562609
323,LC,2,2014-09-27,2,37,250,3.0,19:55:00,20:35:00,20:05:00,965.0,19L,Bufonidae,Rhinella,tacana,10.0,sobre hoja,cantando,1.2,23.3,,,2Bd018,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.0,119.255,0.08,998.5,282018,8562609
324,LC,2,2014-09-27,2,37,250,,19:55:00,20:35:00,20:17:00,,,Bufonidae,Rhinella,tacana,150.0,sobre hoja de una trepadora,activo,0.75,18.8,,,2Bd022,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.0,119.255,0.08,998.5,282018,8562609
325,LC,2,2014-09-26,1,2,1000,,20:00:00,20:40:00,20:15:00,574.0,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,activo,,,,,,,Escapo,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,22.0,96.538,0.04,840.0,281404,8563149
326,LC,2,2014-09-26,1,2,1000,,20:00:00,20:40:00,20:30:00,560.0,19L,Bufonidae,Rhinella,tacana,70.0,sobre hoja,activo,1.9,26.9,,,2Bd007,,,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,22.0,96.538,0.04,840.0,281404,8563149
327,LC,2,2014-09-26,1,2,1000,,20:00:00,20:40:00,20:20:00,564.0,19L,Craugastoridae,Pristimantis,danae,170.0,sobre hoja,cantando,1.6,24.0,,,2Bd006,,,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,22.0,96.538,0.04,840.0,281404,8563149
328,LC,2,2014-09-26,1,2,1000,,20:00:00,20:40:00,20:07:00,,19L,Craugastoridae,Pristimantis,ockendeni,200.0,sobre hoja ancha de un arbol,en amplexus,1.3,24.1,,,2Bd005,,,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,22.0,96.538,0.04,840.0,281404,8563149
329,EC,1,2014-06-29,11,61,50,3.0,20:00:00,20:40:00,20:40:00,1055.52880899999,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,1.25,25.98,,,Bd177,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1060.25,282264,8562430
330,LC,2,2014-09-26,1,2,1000,3.0,20:00:00,20:40:00,20:05:00,584.0,19L,Phyllomedusidae,Callimedusa,tomopterna,250.0,sobre rama de un arbol delgado,activo,0.85,27.6,,29-58,2bd003,154349,,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,22.0,96.538,0.04,840.0,281404,8563149
331,EC,1,2014-06-29,11,61,50,3.0,20:00:00,20:40:00,20:17:00,1049.63476599999,19L,Craugastoridae,Pristimantis,gagliardi,0.0,en hojarasca,saltando,0.48,18.1,,,Bd179,,Cerca al punto GPS,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1060.25,282264,8562430
332,EC,1,2014-06-26,8,39,250,3.0,20:00:00,20:40:00,20:05:00,976.963134999999,19L,Craugastoridae,Pristimantis,gagliardi,1.1,en hoja,activo,0.44,18.28,,,Bd145,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,970.25,282016,8562762
333,LC,2,2014-09-26,1,2,1000,,20:00:00,20:40:00,20:07:00,,19L,Craugastoridae,Pristimantis,ockendeni,200.0,sobre hoja ancha de un arbol,en amplexus,0.4,15.9,,,2Bd004,,,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,22.0,96.538,0.04,840.0,281404,8563149
334,EC,1,2014-06-29,11,61,50,3.0,20:00:00,20:40:00,20:18:00,1055.23645,19L,Bufonidae,Rhinella,tacana,0.5,en hoja,saltando,0.29,15.0,,,Bd178,,Juvenil,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1060.25,282264,8562430
335,EC,1,2014-06-29,11,61,50,3.0,20:00:00,20:40:00,20:12:00,1045.661255,19L,Craugastoridae,Pristimantis,gagliardi,0.0,en hojarasca,sentado,0.17,12.25,,,Bd180,,Cerca al punto GPS,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1060.25,282264,8562430
336,EC,1,2014-06-26,8,39,250,3.0,20:00:00,20:40:00,20:17:00,960.962279999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en el suelo,saltando,,,,,,,"Se escapo, Cerca al punto GPS",2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,119.0,0.01,970.25,282016,8562762
337,DR,3,2015-02-04,5,33,500,4.0,20:00:00,20:30:00,20:04:00,1055.0,19L,Bufonidae,Rhinella,tacana,1.3,hoja,activo,0.26,15.2,,,3Bd084,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.0,101.0,1.0,868.5,281965,8563226
338,DR,3,2015-02-04,5,33,500,4.0,20:00:00,20:30:00,20:12:00,890.0,19L,Craugastoridae,Pristimantis,gagliardi,1.5,hoja,atento,0.18,12.2,,,3Bd085,154427,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.0,101.0,1.0,868.5,281965,8563226
339,DR,3,2015-02-02,3,9,1000,5.0,20:00:00,20:24:00,20:01:00,801.0,19L,Craugastoridae,Pristimantis,danae,0.5,hoja,atento,,11.3,,,3Bd026,,"Luna llena, la balanza no funciono",2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,21.0,100.0,0.97,812.5,281642,8563518
340,DR,3,2015-02-02,3,9,1000,5.0,20:00:00,20:24:00,20:20:00,810.0,19L,Bufonidae,Rhinella,gr margaritifera,0.3,hoja,alerta,1.15,25.0,,,3Bd025,,Luna llena,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,21.0,100.0,0.97,812.5,281642,8563518
341,EC,1,2014-06-20,3,28,500,3.0,20:02:00,20:42:00,20:35:00,929.92804,19L,Craugastoridae,Pristimantis,gagliardi,0.2,en hoja,esperando,0.39,18.5,,,Bd032,,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,18.0,99.0,0.45,934.75,281903,8562901
342,AB,5,2016-07-12,5,6,1000,6.0,20:03:00,20:23:00,20:18:00,819.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,activo,0.1,8.4,,,5Bd070,,GPS aproximado,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,22.75,,0.52,825.75,281507,8563404
343,DR,3,2015-02-05,6,4,1000,4.0,20:06:00,20:36:00,20:28:00,1077.0,19L,Bufonidae,Rhinella,gr margaritifera,0.6,hoja,alerta,1.5,26.4,,,3Bd117,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,830.75,281469,8563246
344,DR,3,2015-02-05,6,4,1000,4.0,20:06:00,20:36:00,20:14:00,1075.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,atento,0.91,11.9,,,3Bd118,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,830.75,281469,8563246
345,DR,3,2015-02-05,6,4,1000,4.0,20:06:00,20:36:00,20:21:00,1076.0,19L,Craugastoridae,Pristimantis,ockendeni,0.7,hoja,activo,0.14,10.5,,,3Bd115,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,830.75,281469,8563246
346,DR,3,2015-02-05,6,4,1000,4.0,20:06:00,20:36:00,20:29:00,1078.0,19L,Craugastoridae,Pristimantis,ockendeni,0.6,hoja,alerta,0.08,9.8,,,3Bd116,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,830.75,281469,8563246
347,EC,1,2014-06-24,6,3,1000,3.0,20:09:00,20:49:00,20:22:00,832.742309999999,19L,Bufonidae,Rhinella,tacana,2.0,en hoja,saltando,1.98,34.28,,,Bd093,,Cerca al punto GPS,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,99.0,0.1,831.75,281416,8563211
348,EC,1,2014-06-24,6,3,1000,3.0,20:09:00,20:49:00,20:40:00,833.781310999999,19L,Bufonidae,Rhinella,tacana,0.2,en hoja,atento,0.56,19.2,,,Bd097,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,99.0,0.1,831.75,281416,8563211
349,EC,1,2014-06-24,6,3,1000,3.0,20:09:00,20:49:00,20:23:00,831.433288999999,19L,Craugastoridae,Pristimantis,ockendeni,0.4,en hoja,activo,0.45,20.35,,,Bd096,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,99.0,0.1,831.75,281416,8563211
350,EC,1,2014-06-24,6,3,1000,3.0,20:09:00,20:49:00,20:31:00,833.100037,19L,Bufonidae,Rhinella,tacana,0.0,en el suelo,saltando,0.44,18.55,,,Bd098,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,99.0,0.1,831.75,281416,8563211
351,EC,1,2014-06-24,6,3,1000,3.0,20:09:00,20:49:00,20:36:00,833.501281999999,19L,Bufonidae,Rhinella,tacana,0.15,en hoja,atento,0.34,19.12,,,Bd092,,OOOO,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,99.0,0.1,831.75,281416,8563211
352,EC,1,2014-06-24,6,3,1000,3.0,20:09:00,20:49:00,20:29:00,833.100037,19L,Bufonidae,Rhinella,tacana,0.8,en hoja de trepadora,atento,0.18,15.0,,,Bd095,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,99.0,0.1,831.75,281416,8563211
353,EC,1,2014-06-24,6,3,1000,3.0,20:09:00,20:49:00,20:00:00,832.742309999999,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,esperando,0.13,10.4,,,Bd094,,Cerca al punto GPS,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,22.0,99.0,0.1,831.75,281416,8563211
354,AB,5,2016-07-16,8,52,150,6.0,20:09:00,20:29:00,20:14:00,973.0,19L,Bufonidae,Rhinella,tacana,1.0,hoja,alerta,0.6,19.8,,,5Bd141,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.75,,0.86,986.75,282122,8562722
355,AB,5,2016-07-16,8,52,150,6.0,20:09:00,20:29:00,20:14:00,973.0,19L,Bufonidae,Rhinella,tacana,0.15,hoja,activo,0.38,17.4,,,5Bd140,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.75,,0.86,986.75,282122,8562722
356,AB,5,2016-07-16,8,52,150,6.0,20:09:00,20:29:00,20:26:00,969.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.11,10.2,,,5Bd139,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.75,,0.86,986.75,282122,8562722
357,LC,2,2014-10-03,8,40,250,3.0,20:10:00,20:50:00,20:31:00,,19L,Craugastoridae,Pristimantis,danae,,,cantando,,,,,,,registro auditivo,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,99.5935,0.66,962.0,282045,8562821
358,LC,2,2014-10-03,8,40,250,,20:10:00,20:50:00,20:40:00,963.0,19L,Craugastoridae,Pristimantis,pluvialis,,,cantando,,,,,,,registro auditivo,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,99.5935,0.66,962.0,282045,8562821
359,EC,1,2014-06-18,1,43,250,3.0,20:14:00,20:50:00,08:35:00,959.724915,19L,Hylidae,Dendropsophus,aff parviceps,1.0,en una hoja grande,saltando,0.87,22.7,,,Bd008,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,99.0,0.68,960.75,282155,8562946
360,EC,1,2014-06-18,1,43,250,3.0,20:14:00,20:50:00,08:18:00,967.730042,19L,Craugastoridae,Pristimantis,danae,0.5,en una hoja grande,activo,0.72,20.4,,,Bd007,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,99.0,0.68,960.75,282155,8562946
361,RI,4,2015-07-18,5,39,250,4.0,20:17:00,20:47:00,20:43:00,966.171997,19L,Craugastoridae,Pristimantis,danae,1.7,hoja,cantando,1.36,24.6,,,4Bd073,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,19.5,101.20750000000001,0.05,970.25,282016,8562762
362,RI,4,2015-07-18,5,39,250,4.0,20:17:00,20:47:00,20:37:00,,,Bufonidae,Rhinella,tacana,1.7,hoja,alerta,1.2,24.0,,,4Bd074,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,19.5,101.20750000000001,0.05,970.25,282016,8562762
363,RI,4,2015-07-14,1,27,500,4.0,20:17:00,20:47:00,20:33:00,,,Bufonidae,Rhinella,tacana,1.5,hoja,alerta,1.66,25.9,,,4Bd008,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,97.143,0.04,928.0,281839,8562946
364,RI,4,2015-07-14,1,27,500,4.0,20:17:00,20:47:00,20:30:00,923.249573,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,alerta,0.47,17.9,,,4Bd009,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,97.143,0.04,928.0,281839,8562946
365,RI,4,2015-07-14,1,27,500,4.0,20:17:00,20:47:00,20:45:00,928.35907,19L,Craugastoridae,Noblella,sp,0.2,hoja,saltando,0.16,10.2,,,4Bd010,,,2015,7,14,6.0,0.0,491.0,1221.0,11.0,111.0,4.0,21.647,97.143,0.04,928.0,281839,8562946
366,RI,4,2015-07-23,10,28,500,5.0,20:19:00,20:43:00,22:30:00,,,Hylidae,Hypsiboas,sp nov,,hoja,cantando,,,,,,,Registro auditivo,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,19.645,102.645,0.41,934.75,281903,8562901
367,RI,4,2015-07-23,10,28,500,5.0,20:19:00,20:43:00,22:30:00,,,Hylidae,Hypsiboas,sp nov,,hoja,cantando,,,,,,,Registro auditivo,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,19.645,102.645,0.41,934.75,281903,8562901
368,RI,4,2015-07-23,10,28,500,5.0,20:19:00,20:43:00,22:36:00,924.0,,Hylidae,Cochranella,nola,2.5,hoja,alerta,0.55,20.3,,,4Bd151,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,19.645,102.645,0.41,934.75,281903,8562901
369,EC,1,2014-06-28,10,45,250,3.0,20:20:00,21:00:00,20:35:00,967.929932,19L,Craugastoridae,Pristimantis,danae,0.2,en rama,activo,2.47,31.8,,,Bd165,,,2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,13.0,119.0,0.01,969.25,282246,8563026
370,DR,3,2015-02-08,9,50,150,3.0,20:20:00,21:00:00,20:59:00,1057.0,19L,Bufonidae,Rhinella,tacana,1.2,hoja,alerta,1.32,26.0,,,3Bd188,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1023.75,282141,8562600
371,DR,3,2015-02-08,9,50,150,3.0,20:20:00,21:00:00,20:58:00,1016.0,19L,Craugastoridae,Pristimantis,danae,0.3,hoja,activo,0.57,21.5,,,3Bd191,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1023.75,282141,8562600
372,DR,3,2015-02-08,9,50,150,3.0,20:20:00,21:00:00,20:33:00,1011.0,19L,Leptodactylidae,Adenomera,andreae,0.1,tronco,saltando,0.39,15.5,,,3Bd187,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1023.75,282141,8562600
373,EC,1,2014-06-28,10,45,250,3.0,20:20:00,21:00:00,20:56:00,960.519165,19L,Craugastoridae,Pristimantis,ockendeni,0.3,en hoja,atento,0.37,16.82,,,Bd164,UNMS 154337,,2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,13.0,119.0,0.01,969.25,282246,8563026
374,DR,3,2015-02-08,9,50,150,3.0,20:20:00,21:00:00,20:27:00,1007.0,19L,Craugastoridae,Pristimantis,gagliardi,0.2,tronco,saltando,0.19,12.0,,,3Bd189,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1023.75,282141,8562600
375,EC,1,2014-06-28,10,45,250,3.0,20:20:00,21:00:00,20:44:00,963.351867999999,19L,Craugastoridae,Pristimantis,danae,0.2,en tallo,atento,0.16,11.7,,,Bd166,,,2014,6,28,5.0,10.0,0.0,1000.0,11.363636363636363,88.0,0.0,13.0,119.0,0.01,969.25,282246,8563026
376,DR,3,2015-02-08,9,50,150,3.0,20:20:00,21:00:00,20:53:00,1016.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,activo,0.09,10.02,,,3Bd190,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1023.75,282141,8562600
377,DR,3,2015-01-31,1,2,1000,3.0,20:20:00,21:00:00,20:28:00,1022.0,19L,Craugastoridae,Pristimantis,aff altamazonica,0.0,hojarasca,saltando,0.08,0.82,,,3Bd004,,Lluvia suave en medio de la evaluación,2015,1,31,8.0,0.0,192.0,950.0,13.571428571428571,70.0,39.0,20.5,100.0,0.87,840.0,281404,8563149
378,DR,3,2015-02-08,9,50,150,3.0,20:20:00,21:00:00,20:51:00,1016.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,atento,0.07,8.65,,,3Bd192,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,100.0,0.85,1023.75,282141,8562600
379,DR,3,2015-02-06,7,30,500,5.0,20:21:00,20:45:00,20:36:00,1094.0,19L,Craugastoridae,Pristimantis,ockendeni,1.8,hoja,activo,1.24,24.5,,,3Bd154,154443,Nublado con truenos,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,22.0,100.5,0.96,938.0,281912,8563030
380,DR,3,2015-02-06,7,30,500,5.0,20:21:00,20:45:00,20:40:00,1096.0,19L,Craugastoridae,Noblella,sp,0.15,hoja seca,saltando,0.2,11.0,,,3Bd155,,Nublado con truenos,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,22.0,100.5,0.96,938.0,281912,8563030
381,DR,3,2015-02-06,7,30,500,5.0,20:21:00,20:45:00,20:41:00,1095.0,19L,Bufonidae,Rhinella,tacana,0.2,hoja seca,saltando,0.08,9.0,,,3Bd156,,Nublado con truenos,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,22.0,100.5,0.96,938.0,281912,8563030
382,AB,5,2016-07-14,6,50,150,5.0,20:23:00,20:47:00,20:23:00,1017.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,saltando,1.28,25.5,,,5Bd086,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1023.75,282141,8562600
383,AB,5,2016-07-14,6,50,150,5.0,20:23:00,20:47:00,20:28:00,1030.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,saltando,0.38,17.1,,,5Bd087,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1023.75,282141,8562600
384,AB,5,2016-07-14,6,50,150,5.0,20:23:00,20:47:00,20:26:00,1008.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,activo,0.29,14.3,,,5Bd089,22283,,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1023.75,282141,8562600
385,AB,5,2016-07-14,6,50,150,5.0,20:23:00,20:47:00,20:35:00,1030.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.26,13.9,,,5Bd092,,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1023.75,282141,8562600
386,AB,5,2016-07-14,6,50,150,5.0,20:23:00,20:47:00,20:31:00,1007.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,activo,0.15,11.1,,,5Bd090,,,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1023.75,282141,8562600
387,AB,5,2016-07-14,6,50,150,5.0,20:23:00,20:47:00,20:39:00,1006.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.15,11.2,,,5Bd091,22284,,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1023.75,282141,8562600
388,AB,5,2016-07-14,6,50,150,5.0,20:23:00,20:47:00,20:45:00,1008.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,activo,0.14,10.5,,,5Bd088,22282,,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,23.0,,0.7,1023.75,282141,8562600
389,LC,2,2014-09-30,5,56,150,,20:25:00,21:05:00,20:26:00,,,Bufonidae,Rhinella,tacana,40.0,sobre helecho,alerta,1.95,25.4,,,2Bd080,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.0,101.184,0.33,976.0,282275,8562940
